57,50,8,-28,-31,-31,-31,-31,-32,-32,-31,-26,27,40,44,51,52,55,55,50,50,53,50,51,22,-5,-30,-31,-31,-30,-21,-16,-2,43,51,53,53,52,53,53,55,52,48,35,35,33,52,17,-26,-21,-2,4,12,16,18,35,46,42,47,49,50,53,53,32,35,26,23,40,39,-15,-26,-18,-9,-7,-5,-1,11,19,-4,10,23,38,46,49,32,29,25,24,25,-20,-37,-36,2,6,11,5,10,26,23,-1,-23,-7,11,29,41,24,25,21,16,-8,-28,-37,-32,13,9,4,9,18,32,34,16,-3,1,-8,4,20,4,11,16,16,-38,-39,-15,3,6,7,6,7,2,19,32,23,18,10,-22,-20,-13,-17,-10,3,16,11,14,7,34,37,34,34,34,35,18,11,18,15,9,-18,-19,-19,-6,-4,-5,-11,-19,5,-8,39,40,39,37,36,36,18,1,-3,-3,-11,-11,-16,-17,-7,-9,-20,-37,-26,-6,-7,18,19,19,14,16,11,12,-1,3,14,-2,-17,-14,-15,-15,-6,-27,-27,-23,-4,-19,8,-22,13,-28,15,-30,17,4,-11,-26,-22,-29,2,-3,-16,-18,-27,-23,-12,15,-8,37,14,29,13,26,2,13,-28,-10,-19,-26,-27,-24,-18,-30,-28,-26,-31,-14,12,-10,26,-8,29,-18,31,-27,-8,-38,-37,-34,-30,-30,-21,-27,-28,-34,-39,-30,-28,9,-13,17,-21,19,-33,22,-44,-21,-37,-36,-18,-16,-32,-33,-38,-24,-33,-28,-30,-19,21,18,22,9,22,-4,19,-19,-28,-29,-27,11,0,-17,-27,-31
1,3,23,5,1,1,1,1,0,0,1,-11,-10,-4,-1,-2,-1,-1,2,0,-1,1,1,4,14,14,3,1,1,-2,-4,1,-15,-7,1,-2,3,-2,1,1,1,1,0,2,3,-14,2,25,5,-6,-8,-2,-3,-3,-6,-8,0,1,0,-1,0,-1,0,-1,-1,9,-3,-9,12,19,-5,-2,-2,-3,3,-3,-1,1,7,-7,-5,-5,-2,-1,-2,3,0,1,1,31,0,-3,0,-5,1,4,-9,2,2,31,-2,-14,-4,-6,-3,0,1,0,19,1,17,0,-7,2,6,0,-4,-9,0,-1,27,0,-12,-3,-3,-3,-2,-1,-5,39,9,-3,-9,-3,-1,0,-1,1,-2,-10,1,11,0,-7,0,0,-5,-2,-6,-10,4,4,0,-4,-2,0,-1,1,-1,2,7,-8,1,1,0,3,0,-2,1,-2,0,3,-19,-2,-13,0,1,2,1,-2,0,12,2,4,-5,17,-11,2,0,1,0,1,8,-25,5,-8,0,-1,5,0,4,1,11,1,-7,3,8,-3,-3,0,-4,9,-6,5,-35,0,-9,37,-20,29,-17,17,-13,-13,4,-6,8,-4,-7,5,-2,-7,10,2,0,-22,-4,14,19,-4,13,-1,11,12,-4,8,-10,7,7,-6,2,-1,-2,1,-2,5,-25,-1,9,45,-36,26,-33,8,-14,6,1,-6,6,-4,-6,-2,3,2,12,-2,-2,-37,-4,7,56,-40,38,-35,21,-10,13,-9,-6,9,-7,-6,-1,1,0,3,-9,17,-32,-9,3,23,-10,13,-6,13,2,7,-9,-8,6,2,-3,-3,-2
1,-1,-40,-5,1,1,0,1,1,0,0,-6,-25,-12,-5,-1,0,1,0,-1,1,2,5,2,-23,-33,-1,1,0,-4,-17,-21,-18,0,0,1,0,1,1,0,-1,-2,4,4,6,6,-3,-34,-8,-7,1,5,2,1,3,15,4,9,4,2,1,2,0,2,4,1,-2,7,13,25,10,3,5,11,15,17,4,1,15,23,18,11,4,3,-1,-1,0,2,5,-4,-2,-2,-10,-13,-13,-6,-2,-7,-14,-12,3,0,8,9,5,5,4,2,7,35,12,1,-6,-2,2,-3,11,-6,0,-2,-12,-25,-12,6,17,13,15,6,0,-20,-8,2,-23,3,0,3,1,-3,-5,22,6,5,-2,-2,0,1,6,1,3,7,21,8,-7,-6,-24,-24,-21,-23,-23,-24,-16,-10,7,14,18,-3,-1,0,-9,-2,7,11,-1,11,-3,33,33,34,36,37,36,21,15,15,1,-16,-9,-1,1,2,7,9,4,-12,-16,-9,-9,-5,-10,-5,-12,-9,-24,-25,-31,-22,-18,7,-5,-2,2,-12,6,-8,-2,-27,-4,-8,6,-7,6,-8,6,-4,17,9,14,13,0,16,-9,3,12,2,-9,-10,1,0,0,-9,1,-8,-2,1,5,2,7,-1,3,11,5,9,8,4,-10,-4,-1,0,0,5,5,5,4,4,0,5,6,11,19,10,4,4,2,-6,10,14,10,1,7,3,1,1,1,0,6,0,5,7,7,-13,-13,11,7,10,-1,-10,-20,-17,-16,-8,-26,-7,-24,-5,-29,-9,-33,-17,-18,-14,-2,1,-20,-7,-12
1,0,0,2,0,0,1,1,1,1,1,-3,-12,-3,0,0,-1,1,1,0,0,1,-1,-1,-5,6,0,1,0,3,9,9,-4,-1,1,-2,-1,1,0,0,-1,0,-2,3,0,0,-1,-4,4,-1,-1,3,0,1,2,1,-1,-1,-1,-2,0,1,-2,0,-1,1,3,1,-8,1,5,1,-6,-8,-9,-10,-2,9,10,0,-2,-1,1,0,0,0,-1,-1,1,-2,-3,-2,-8,-4,-12,-3,-2,-2,-8,-4,1,1,3,1,1,-1,1,0,-5,-5,-2,0,5,-3,5,-2,3,-3,1,0,-1,1,-1,-1,-1,-1,-2,-1,1,-4,5,-2,3,-3,1,3,3,0,1,-2,-4,-6,1,0,1,1,2,1,3,2,-1,-7,2,-1,0,3,3,2,3,3,-2,6,6,-2,-5,1,1,0,-2,1,-2,1,2,-10,-4,-14,-15,-15,-15,-15,-18,-14,-7,-8,10,10,0,1,0,2,3,-1,-1,11,6,8,-2,-3,-1,-5,3,-6,1,12,7,21,22,-1,2,1,3,7,-8,-8,0,-4,2,-2,4,-3,3,-4,2,-2,-6,3,-2,2,3,-7,-1,-5,5,-5,-4,-6,-1,-2,-5,-4,-5,-5,-4,-5,0,-3,2,-7,1,1,2,3,-3,14,6,4,-3,0,0,3,3,1,3,1,0,2,2,8,9,-2,2,3,-2,-1,3,6,2,-2,2,0,0,1,0,0,-1,0,4,0,3,4,-1,-4,4,7,7,15,1,2,7,2,-7,-3,-12,1,-14,0,14,14,11,11,-4,-1,-14,4,4
1,4,-2,-5,0,1,0,1,1,1,0,4,-6,-2,-3,-2,1,0,-1,0,1,-1,1,1,16,-8,-1,1,1,3,3,1,-4,3,-1,1,0,-1,1,0,0,1,2,-1,-1,-2,3,3,-5,0,-6,1,1,0,-3,2,1,-4,1,0,1,0,1,-1,1,1,-1,-1,-7,9,2,1,0,0,-1,3,0,2,-6,0,-1,4,1,0,-1,0,0,1,-2,-1,0,0,0,6,4,-3,1,0,2,-7,-2,7,-4,0,1,1,0,1,-20,1,15,0,6,-8,7,0,-2,2,0,0,10,1,-6,1,-2,0,1,2,3,14,-9,-1,1,-4,-1,1,1,-1,-4,1,-2,4,0,3,0,0,-2,0,-2,-5,2,12,-4,3,0,1,0,0,1,-2,2,-7,-4,0,-4,-1,1,-1,-1,-1,-2,4,-3,0,-6,-4,0,-1,1,0,-2,2,0,0,5,-2,-1,0,0,1,1,3,-5,10,-5,1,-2,0,-4,0,-4,0,6,1,2,-4,-7,-1,4,1,0,-3,-1,11,1,3,-5,-10,7,-3,9,2,5,2,-5,9,-5,9,-3,-7,1,2,-2,4,0,-10,-2,3,-1,8,-2,13,-3,3,-7,-4,4,5,3,5,2,-4,4,5,0,-9,-4,-1,2,-5,-6,-8,-6,-5,-3,-6,-2,-7,7,1,-2,1,0,2,-4,-6,5,1,4,0,1,-1,1,-2,-4,1,3,-7,2,4,-2,-3,0,5,-4,3,2,2,-4,1,3,13,-17,15,-7,11,-5,-1,8,-11,-3,5,2,0,-2
-1,-2,0,2,0,1,0,1,0,1,0,11,1,-1,1,0,0,1,0,1,1,1,3,-2,2,-2,2,1,0,1,0,0,1,-3,0,1,0,0,0,0,0,0,-1,2,-1,6,-1,-2,3,1,-1,0,-2,1,0,1,-2,2,-2,-1,1,1,1,1,1,2,0,-2,-5,4,3,1,0,1,1,0,1,-5,5,-3,2,1,1,1,1,0,1,-1,-1,18,1,1,1,-1,-1,1,9,-2,1,0,-1,2,4,-2,0,1,-1,0,-7,0,9,0,7,1,1,0,1,7,-1,1,0,-2,-9,2,2,-2,1,0,4,10,5,-2,-4,-5,1,1,0,1,3,1,-4,2,0,12,1,0,0,1,-2,9,3,7,2,17,-2,0,-2,0,0,0,-12,2,-4,-1,6,1,0,0,-1,1,-2,-1,12,0,29,0,-2,0,1,0,0,-11,1,-2,-3,-1,-12,0,0,-1,-2,3,4,11,3,13,0,1,0,1,-2,1,-12,1,5,-4,-9,-6,0,1,3,-16,3,4,18,0,22,3,3,-6,5,-17,10,-24,1,2,4,-5,0,-20,-7,1,-10,-4,-3,13,-1,33,7,11,0,15,-11,1,-36,-6,0,7,0,-2,1,-1,1,3,1,-2,14,0,34,-23,12,-32,22,-24,13,-9,1,3,3,-8,-2,-2,3,5,4,-3,-8,19,-1,35,-28,23,-38,26,-31,8,-14,10,18,-12,-16,-7,-3,3,-1,0,11,6,3,-7,14,-12,6,-12,14,-16,4,-2,0,22,-4,4,-19,-4,2
0,3,0,0,0,1,0,1,0,1,0,-5,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,-1,0,1,0,0,-1,0,-2,0,0,1,0,1,0,1,1,0,-1,2,1,-1,1,0,1,1,-2,0,0,-1,-1,-1,0,1,1,1,0,1,0,1,0,2,-4,-2,1,-4,-1,-6,1,1,-5,0,0,-1,0,0,0,1,0,-6,1,0,0,-3,1,-1,0,0,-1,-2,1,-5,0,16,0,-1,-2,0,-2,-2,0,2,1,-1,1,0,1,1,0,-1,0,-2,-3,1,16,0,0,-2,1,-2,-4,0,-4,-1,-6,-1,0,1,0,1,0,-4,0,1,0,1,0,0,1,-1,0,2,0,2,-1,-5,1,0,0,0,1,0,-3,0,1,-3,3,0,1,1,2,0,0,-2,4,1,-6,1,-2,1,-1,0,0,-1,0,0,0,0,1,1,0,2,1,1,-1,8,1,-8,9,2,-4,2,-14,0,-2,4,2,0,3,-4,2,-1,1,-2,-1,1,0,-1,-10,0,3,-12,-2,-13,1,2,-4,-3,0,-1,1,0,-4,0,0,1,-1,3,-2,-5,1,3,2,-5,4,-3,0,3,-2,1,2,-1,-2,0,-2,0,-2,0,4,0,-4,-4,3,4,-10,7,-3,-1,-5,-4,3,-2,-2,1,0,-1,5,-1,1,9,-1,1,1,-2,2,-3,1,1,0,0,-7,2,-2,-4,-2,-1
0,-2,4,-3,0,1,0,0,0,1,1,-4,3,-2,0,0,1,0,1,0,1,1,0,1,3,2,-2,1,1,-1,1,1,0,0,0,0,1,0,1,0,0,1,0,-2,1,0,1,9,-2,1,-1,0,0,-1,3,-2,0,-2,1,0,1,0,0,1,0,1,0,0,4,-1,-3,0,-2,1,-1,-1,-1,-1,-2,1,-2,1,0,1,0,1,0,-1,1,1,0,-1,-2,-2,-4,-4,1,0,0,3,1,0,-4,1,0,1,0,0,4,1,6,0,-3,1,-2,-2,-3,3,1,0,-2,0,-2,1,-1,-1,0,0,-1,1,-4,-1,7,-6,1,-1,-2,1,2,-4,3,3,-1,-5,0,1,-2,0,1,6,3,-5,3,-8,0,0,0,0,0,1,3,3,1,1,6,0,0,1,1,1,1,0,11,1,12,-1,1,0,0,-2,-2,-4,0,-1,2,5,3,0,0,1,0,-3,-2,-3,-1,-2,-2,-1,-2,-2,0,0,1,0,0,-3,-3,-1,-2,0,-1,7,1,2,-4,1,-2,3,2,5,-1,4,-3,5,-1,8,5,1,0,-6,5,2,-1,-1,-4,1,1,1,3,-6,3,-7,0,1,-2,-5,-2,2,-4,-2,0,2,-1,-1,1,3,3,0,0,-1,-3,2,0,3,2,2,0,4,1,3,3,1,1,1,-6,1,4,1,3,0,1,0,1,0,0,0,-3,5,0,-2,-1,-4,0,-2,3,0,-1,-3,3,3,13,-5,3,-7,-3,-8,2,-6,-4,-2,7,-3,0,-4,2
-2,2,-12,4,0,1,0,0,0,1,1,4,-3,-2,0,1,1,1,0,0,0,0,1,0,-1,-5,3,0,0,-2,0,0,6,-2,1,1,1,1,0,0,1,0,1,-2,0,2,-2,-7,3,4,-2,0,-2,1,-1,6,1,1,0,0,0,1,1,-1,1,-1,1,0,7,-7,3,1,0,2,1,-2,0,-5,5,3,2,-1,0,1,1,0,1,0,0,-2,-1,0,1,-2,-10,2,-1,1,0,-3,-1,2,-1,0,0,1,0,-2,7,0,-2,0,-6,4,5,1,8,-7,1,0,1,-2,2,2,0,0,0,-1,1,-3,7,0,14,-12,-1,1,0,0,-4,13,1,-4,1,1,1,0,1,1,0,1,3,0,-6,4,-1,1,1,1,0,-2,3,-5,2,-2,-2,0,1,1,-2,1,-1,-8,9,1,0,1,1,-1,1,-2,3,-4,1,0,0,-2,0,1,1,-2,3,2,-10,-1,3,1,2,-1,2,0,1,0,-3,-2,7,-6,5,-1,-3,1,-4,2,1,0,-1,1,-2,-6,4,-3,5,0,7,0,3,9,-3,5,0,-10,1,7,-1,3,0,-5,0,-1,6,1,6,-2,2,-8,-2,0,-6,2,1,-3,-1,0,1,-1,2,-2,-4,-2,1,-4,-4,-3,-3,-1,0,-1,0,-3,-2,5,-1,-1,-1,3,-5,-2,0,1,3,0,0,-1,1,1,1,-1,-3,2,-2,0,6,0,-4,-2,-2,-1,8,-13,4,5,1,10,-3,4,-4,3,-5,5,-3,5,1,-5,5,0,1
1,-2,1,-2,0,1,0,0,0,1,1,1,-5,-2,-2,-1,1,0,1,-1,0,0,1,1,-1,1,-2,1,1,-1,-4,0,1,3,1,1,1,0,0,0,0,0,1,0,0,1,1,1,-3,1,-5,-1,-1,-1,3,-1,1,1,0,1,0,0,0,0,0,0,-1,0,4,-5,6,17,19,12,12,11,7,-2,-4,0,1,1,1,0,0,0,1,0,0,0,-4,-2,-5,-5,5,-5,-1,-3,-9,-2,1,0,0,1,1,0,0,1,5,-6,-3,1,-3,0,3,0,-4,2,1,0,3,7,0,0,0,1,0,0,0,3,-1,1,2,-5,-3,-2,-1,-1,0,-2,1,2,0,1,1,1,1,0,1,-2,-10,-7,7,10,-3,-3,-3,-4,-3,-4,0,14,11,-8,-10,-1,1,0,1,0,-1,-5,4,0,2,2,3,3,2,2,2,2,3,2,-9,-6,4,-1,1,1,1,-1,5,8,15,9,-1,1,-3,1,-1,2,5,17,12,5,-1,6,1,1,5,-3,0,7,4,9,1,-2,2,-2,2,-2,1,-1,-1,3,8,1,5,-5,0,4,7,3,-6,-4,0,1,-6,-3,-2,-4,-2,-6,3,1,-1,8,-3,-4,4,0,0,-1,6,8,3,1,0,8,14,5,16,1,18,-3,1,0,-4,0,-10,-7,-6,-1,0,2,-1,1,-3,1,0,1,1,1,1,0,2,-3,-4,-5,0,0,5,3,-9,-8,-11,-14,-7,-5,-1,-2,-4,0,0,-2,-6,-7,-12,-8,-9,-7,0,-1,-2
0,-2,0,0,0,0,1,0,1,1,0,1,-2,1,1,0,0,0,0,1,1,1,0,0,-1,1,0,1,0,0,1,-4,1,-2,0,1,1,0,0,1,1,1,0,0,0,1,-1,0,1,0,-2,-2,0,-1,0,1,-2,-1,0,0,1,1,1,0,1,0,1,1,-1,1,-4,-8,-8,-5,-4,-1,-7,-1,2,1,-2,1,1,0,1,0,0,0,0,2,0,-1,-5,-5,-7,-3,-3,-4,-3,2,0,0,0,1,1,1,1,1,0,4,1,1,3,0,1,0,0,-2,1,0,0,-2,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,-2,-4,-8,-13,-6,-4,-3,-6,-6,-3,-6,-5,-7,-7,-6,-5,0,1,0,0,0,0,3,-1,1,0,5,5,2,5,5,4,4,0,0,4,1,-4,-1,1,1,1,1,2,-3,-8,-5,-8,-7,-8,-9,-5,-9,-5,-8,-3,1,2,0,0,1,0,-6,4,2,3,4,4,0,0,-2,1,0,-1,1,0,2,2,2,-2,3,1,3,3,5,0,0,0,1,3,2,0,3,0,2,-1,1,-1,-5,-1,-2,1,1,-5,0,0,0,2,0,0,-1,-1,-2,-1,-3,-4,1,-2,1,-4,3,0,3,-2,1,1,1,-6,0,-1,0,1,1,1,0,0,1,0,-2,-1,-4,3,3,0,1,3,5,3,4,2,1,5,5,5,0,8,2,-2,3,3,1,3,3,4,-1,1
1,1,1,-2,0,1,0,1,1,0,1,-1,1,1,1,1,0,0,0,1,1,0,0,0,-2,5,-2,1,0,0,-2,1,-2,2,0,1,0,1,1,0,0,1,1,1,0,0,1,-1,-2,0,-1,0,0,-1,-1,-1,1,0,1,0,0,0,0,0,0,0,1,1,-3,-3,-4,0,1,0,1,3,3,2,-1,1,0,1,0,1,1,0,1,1,0,0,0,0,-1,1,4,-2,-2,2,-2,-1,0,0,1,1,1,1,1,0,0,1,-1,1,5,7,0,0,7,5,0,0,-2,1,1,1,1,0,1,1,1,-4,-3,0,-9,-7,-1,1,-2,1,-2,-1,2,0,0,1,1,1,1,1,0,2,0,-2,-2,5,0,0,0,0,1,1,-6,-1,5,1,-4,1,1,1,0,1,0,7,0,1,-1,1,1,0,1,1,1,1,-2,-1,3,-4,2,-2,1,-1,0,-2,-2,-3,1,4,-2,1,-2,0,-4,0,-5,0,5,-2,-1,0,1,1,-4,0,-2,-1,-2,1,-1,-2,0,-2,2,0,2,0,0,-3,5,0,5,-1,0,-3,7,3,1,0,1,0,4,-5,3,-5,3,-4,-1,0,-8,0,5,-3,-1,1,-2,-1,-4,2,2,1,0,-10,8,-6,7,-1,4,3,0,1,-3,2,-1,1,0,1,-1,2,3,-1,-4,1,0,1,0,0,0,0,0,5,2,-6,-2,-2,3,-1,2,-2,3,-3,-2,-2,0,3,1,1,-2,0,0,-2,0,-1,3,-3,-4,-2,-1
0,-1,0,3,0,1,1,0,1,0,0,-3,0,1,0,1,0,1,1,1,0,1,1,1,3,-2,0,0,0,1,-1,1,2,1,1,1,1,0,0,1,1,0,1,-2,0,-2,1,4,0,0,0,-2,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,-4,-4,-1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,-2,1,1,1,-4,2,3,1,-2,0,1,1,1,0,1,1,1,1,0,3,0,-1,0,2,4,-3,0,-4,-4,1,0,0,0,4,1,1,1,0,0,1,7,3,1,-6,-6,0,1,1,0,5,0,-3,0,1,0,0,0,1,1,0,0,1,6,0,5,0,0,1,1,0,1,1,0,1,-2,5,1,1,1,1,1,1,5,-1,0,-5,0,0,0,0,1,1,2,0,0,-6,-4,3,0,0,-2,1,0,0,1,3,-1,1,1,1,0,-2,0,5,-1,-1,0,1,0,0,1,0,-2,0,2,0,0,-1,0,2,1,0,2,-1,2,-1,-6,-2,-3,-4,3,2,-1,-6,-1,-4,0,1,0,-1,-3,-3,-5,-4,-3,5,0,-10,0,-2,1,0,2,0,-4,2,-2,0,-2,0,1,-2,2,1,3,0,0,0,-2,0,2,-4,1,-2,4,-1,1,-1,-1,0,0,0,1,0,0,1,1,-2,-1,-1,3,5,1,-1,-1,5,0,-4,-6,5,1,5,-3,3,-6,5,-2,1,-1,3,-1,1,0,8,0,1
